times,agents,alg,range
21.768,4,dfs,100
10.5791,4,dfs,100
164.638,4,dfs,100
5.36528,4,dfs,100
46.0,4,dfs,100
38.7381,4,dfs,100
0.316104,4,dfs,100
300.0,4,dfs,100
0.297401,4,dfs,100
1.71665,4,dfs,100
0.255527,4,dfs,100
0.340247,4,dfs,100
6.2758,4,dfs,100
22.8434,4,dfs,100
0.492185,4,dfs,100
0.311146,4,dfs,100
3.72858,4,dfs,100
0.942594,4,dfs,100
0.320617,4,dfs,100
300.0,4,astar,100
0.276152,4,astar,100
300.0,4,astar,100
0.341392,4,astar,100
300.0,4,astar,100
300.0,4,astar,100
300.0,4,astar,100
300.0,4,astar,100
1.79653,4,astar,100
300.0,4,astar,100
300.0,4,astar,100
31.7997,4,astar,100
300.0,4,astar,100
0.303202,4,astar,100
300.0,4,astar,100
0.314082,4,astar,100
0.2856,4,astar,100
300.0,4,astar,100
300.0,4,astar,100
300.0,4,astar,100
0.237574,4,astar,100
0.353651,4,astar,100
0.365424,4,astar,100
0.263654,4,astar,100
300.0,4,astar,100
300.0,4,astar,100
0.323521,4,astar,100
300.0,4,astar,100
0.311678,4,astar,100
300.0,4,astar,100
300.0,4,astar,100
1.01366,4,astar,100
300.0,4,astar,100
300.0,4,astar,100
300.0,4,astar,100
300.0,4,astar,100
300.0,4,astar,100
0.370449,4,astar,100
300.0,4,astar,100
0.284249,4,astar,100
45.4894,4,astar,100
0.29437,4,astar,100
2.06586,4,astar,100
300.0,4,astar,100
300.0,4,astar,100
300.0,4,astar,100
0.359657,4,astar,100
300.0,4,astar,100
0.712476,4,astar,100
0.272268,4,astar,100
9.65972,4,birk,150
7.72163,4,birk,150
6.50774,4,birk,150
9.17059,4,birk,150
12.4362,4,birk,150
4.13004,4,birk,150
10.049,4,birk,150
4.18051,4,birk,150
13.2909,4,birk,150
8.65554,4,birk,150
12.094,4,birk,150
4.32197,4,birk,150
8.53519,4,birk,150
7.13789,4,birk,150
5.68606,4,birk,150
12.1028,4,birk,150
8.05351,4,birk,150
14.8168,4,birk,150
11.2097,4,birk,150
10.4056,4,birk,150
13.7874,4,birk,150
12.9971,4,birk,150
4.40344,4,birk,150
300.0,4,birk,150
17.3087,4,birk,150
8.98424,4,birk,150
9.44548,4,birk,150
7.9584,4,birk,150
6.5782,4,birk,150
14.1365,4,birk,150
8.21416,4,birk,150
7.37963,4,birk,150
7.47659,4,birk,150
9.33241,4,birk,150
12.5452,4,birk,150
11.6701,4,birk,150
300.0,4,birk,150
7.37437,4,birk,150
9.02969,4,birk,150
7.69678,4,birk,150
9.46119,4,birk,150
10.492,4,birk,150
300.0,4,birk,150
15.1481,4,birk,150
300.0,4,birk,150
10.8056,4,birk,150
300.0,4,birk,150
9.09795,4,birk,150
10.6543,4,birk,150
10.5651,4,birk,150
0.158946,4,dfs,150
0.601502,4,dfs,150
0.0951696,4,dfs,150
0.125093,4,dfs,150
1.39679,4,dfs,150
0.0837013,4,dfs,150
0.221462,4,dfs,150
0.0544808,4,dfs,150
0.377279,4,dfs,150
0.0968949,4,dfs,150
0.667684,4,dfs,150
0.0671232,4,dfs,150
0.112932,4,dfs,150
0.177603,4,dfs,150
0.0906831,4,dfs,150
0.492648,4,dfs,150
0.667393,4,dfs,150
0.476151,4,dfs,150
0.164548,4,dfs,150
0.133711,4,dfs,150
0.303197,4,dfs,150
0.128071,4,dfs,150
0.206912,4,dfs,150
0.809974,4,dfs,150
0.272881,4,dfs,150
0.113058,4,dfs,150
0.49079,4,dfs,150
0.0967804,4,dfs,150
0.638446,4,dfs,150
0.158562,4,dfs,150
0.108661,4,dfs,150
0.101501,4,dfs,150
0.0854409,4,dfs,150
0.14071,4,dfs,150
6.18568,4,dfs,150
0.23394,4,dfs,150
0.140203,4,dfs,150
0.204886,4,dfs,150
0.109478,4,dfs,150
0.204009,4,dfs,150
0.564608,4,dfs,150
0.213742,4,dfs,150
300.0,4,dfs,150
0.264037,4,dfs,150
1.82612,4,dfs,150
0.125504,4,dfs,150
2.69423,4,dfs,150
0.769064,4,dfs,150
0.183224,4,dfs,150
8.772,4,dfs,150
76.1304,4,astar,150
300.0,4,astar,150
0.0903156,4,astar,150
0.130196,4,astar,150
191.388,4,astar,150
0.104093,4,astar,150
0.197968,4,astar,150
0.0539988,4,astar,150
300.0,4,astar,150
0.114047,4,astar,150
7.46638,4,astar,150
0.0765738,4,astar,150
0.118268,4,astar,150
185.157,4,astar,150
0.0824554,4,astar,150
39.797,4,astar,150
187.828,4,astar,150
1.28495,4,astar,150
0.156831,4,astar,150
0.142915,4,astar,150
0.189305,4,astar,150
0.133081,4,astar,150
0.177124,4,astar,150
238.025,4,astar,150
0.245627,4,astar,150
0.107601,4,astar,150
0.315,4,astar,150
0.108848,4,astar,150
0.546718,4,astar,150
0.152183,4,astar,150
0.11512,4,astar,150
0.101509,4,astar,150
0.148557,4,astar,150
0.125938,4,astar,150
300.0,4,astar,150
300.0,4,astar,150
0.142198,4,astar,150
0.153443,4,astar,150
0.116301,4,astar,150
8.44783,4,astar,150
300.0,4,astar,150
0.270026,4,astar,150
300.0,4,astar,150
0.418236,4,astar,150
300.0,4,astar,150
0.127594,4,astar,150
300.0,4,astar,150
300.0,4,astar,150
0.174166,4,astar,150
3.79229,4,astar,150
6.77216,5,birk,50
3.7586,5,birk,50
300.0,5,birk,50
12.7964,5,birk,50
8.43087,5,birk,50
300.0,5,birk,50
300.0,5,birk,50
9.79424,5,birk,50
300.0,5,birk,50
300.0,5,birk,50
300.0,5,birk,50
300.0,5,birk,50
6.34427,5,birk,50
300.0,5,birk,50
300.0,5,birk,50
9.32165,5,birk,50
11.193,5,birk,50
300.0,5,birk,50
8.33475,5,birk,50
21.5955,5,birk,50
300.0,5,birk,50
300.0,5,birk,50
300.0,5,birk,50
11.5163,5,birk,50
4.58336,5,birk,50
300.0,5,birk,50
12.8346,5,birk,50
13.0546,5,birk,50
15.4186,5,birk,50
300.0,5,birk,50
300.0,5,birk,50
300.0,5,birk,50
8.05134,5,birk,50
300.0,5,birk,50
300.0,5,birk,50
5.74284,5,birk,50
5.23989,5,birk,50
8.20478,5,birk,50
300.0,5,birk,50
300.0,5,birk,50
4.92593,5,birk,50
12.4342,5,birk,50
12.1028,5,birk,50
12.3487,5,birk,50
9.01036,5,birk,50
7.08782,5,birk,50
300.0,5,birk,50
14.8307,5,birk,50
6.565,5,birk,50
300.0,5,birk,50
0.0768972,5,dfs,50
2.19017,5,dfs,50
0.11643,5,dfs,50
300.0,5,dfs,50
0.12296,5,dfs,50
3.7762,5,dfs,50
300.0,5,dfs,50
2.17348,5,dfs,50
3.62398,5,dfs,50
0.0981782,5,dfs,50
3.25688,5,dfs,50
0.0861164,5,dfs,50
113.423,5,dfs,50
6.2376,5,dfs,50
5.55034,5,dfs,50
0.119338,5,dfs,50
0.119006,5,dfs,50
25.0014,5,dfs,50
30.632,5,dfs,50
0.1745,5,dfs,50
6.18472,5,dfs,50
5.73958,5,dfs,50
64.2204,5,dfs,50
10.5835,5,dfs,50
0.118327,5,dfs,50
196.125,5,dfs,50
0.124844,5,dfs,50
0.29647,5,dfs,50
48.7204,5,dfs,50
107.274,5,dfs,50
6.72946,5,dfs,50
0.145979,5,dfs,50
0.948998,5,dfs,50
0.11462,5,dfs,50
300.0,5,dfs,50
0.0721061,5,dfs,50
0.107021,5,dfs,50
300.0,5,dfs,50
5.27709,5,dfs,50
14.239,5,dfs,50
0.0567089,5,dfs,50
0.142458,5,dfs,50
0.311549,5,dfs,50
0.382613,5,dfs,50
126.877,5,dfs,50
0.0866322,5,dfs,50
300.0,5,dfs,50
38.2151,5,dfs,50
0.0837266,5,dfs,50
300.0,5,dfs,50
0.0819867,5,astar,50
300.0,5,astar,50
0.121254,5,astar,50
300.0,5,astar,50
0.124697,5,astar,50
300.0,5,astar,50
300.0,5,astar,50
300.0,5,astar,50
300.0,5,astar,50
0.383677,5,astar,50
300.0,5,astar,50
0.0855431,5,astar,50
300.0,5,astar,50
300.0,5,astar,50
300.0,5,astar,50
0.0984813,5,astar,50
0.100381,5,astar,50
300.0,5,astar,50
300.0,5,astar,50
0.167295,5,astar,50
300.0,5,astar,50
300.0,5,astar,50
300.0,5,astar,50
300.0,5,astar,50
0.0997581,5,astar,50
300.0,5,astar,50
0.122171,5,astar,50
0.246721,5,astar,50
300.0,5,astar,50
300.0,5,astar,50
300.0,5,astar,50
0.120365,5,astar,50
0.706634,5,astar,50
0.374156,5,astar,50
300.0,5,astar,50
0.0744196,5,astar,50
0.118769,5,astar,50
300.0,5,astar,50
4.38228,5,astar,50
300.0,5,astar,50
0.0565716,5,astar,50
0.145572,5,astar,50
0.249805,5,astar,50
0.246599,5,astar,50
300.0,5,astar,50
0.0812412,5,astar,50
300.0,5,astar,50
300.0,5,astar,50
0.0813356,5,astar,50
300.0,5,astar,50
300.0,5,birk,100
300.0,5,birk,100
300.0,5,birk,100
14.3384,5,birk,100
15.4464,5,birk,100
10.9231,5,birk,100
300.0,5,birk,100
7.26055,5,birk,100
300.0,5,birk,100
9.84958,5,birk,100
6.79804,5,birk,100
10.3418,5,birk,100
9.24291,5,birk,100
15.8588,5,birk,100
17.1884,5,birk,100
11.8483,5,birk,100
12.6684,5,birk,100
300.0,5,birk,100
9.79007,5,birk,100
300.0,5,birk,100
8.43263,5,birk,100
300.0,5,birk,100
9.74839,5,birk,100
300.0,5,birk,100
12.6578,5,birk,100
13.2485,5,birk,100
300.0,5,birk,100
300.0,5,birk,100
10.4494,5,birk,100
13.0838,5,birk,100
4.87142,5,birk,100
12.406,5,birk,100
300.0,5,birk,100
300.0,5,birk,100
300.0,5,birk,100
300.0,5,birk,100
300.0,5,birk,100
10.8841,5,birk,100
9.74569,5,birk,100
6.14533,5,birk,100
300.0,5,birk,100
10.6952,5,birk,100
300.0,5,birk,100
300.0,5,birk,100
6.51183,5,birk,100
300.0,5,birk,100
9.83353,5,birk,100
300.0,5,birk,100
6.34194,5,birk,100
15.9526,5,birk,100
4.45216,5,dfs,100
2.17167,5,dfs,100
300.0,5,dfs,100
300.0,5,dfs,100
11.6219,5,dfs,100
0.525708,5,dfs,100
2.52089,5,dfs,100
0.264512,5,dfs,100
0.849843,5,dfs,100
0.282082,5,dfs,100
56.3937,5,dfs,100
0.45038,5,dfs,100
0.279291,5,dfs,100
0.537924,5,dfs,100
0.862265,5,dfs,100
0.305681,5,dfs,100
110.428,5,dfs,100
300.0,5,dfs,100
0.272567,5,dfs,100
300.0,5,dfs,100
0.307825,5,dfs,100
47.0155,5,dfs,100
0.352762,5,dfs,100
82.0912,5,dfs,100
300.0,5,dfs,100
3.42361,5,dfs,100
1.83281,5,dfs,100
300.0,5,dfs,100
300.0,5,dfs,100
1.76919,5,dfs,100
0.227686,5,dfs,100
9.9166,5,dfs,100
86.7544,5,dfs,100
23.1138,5,dfs,100
300.0,5,dfs,100
300.0,5,dfs,100
164.652,5,dfs,100
0.417269,5,dfs,100
0.306601,5,dfs,100
0.271758,5,dfs,100
250.819,5,dfs,100
0.513341,5,dfs,100
161.847,5,dfs,100
76.0626,5,dfs,100
0.2715,5,dfs,100
0.42519,5,dfs,100
0.346238,5,dfs,100
16.1486,5,dfs,100
0.314446,5,dfs,100
0.57543,5,dfs,100
300.0,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
178.984,5,astar,100
300.0,5,astar,100
0.297071,5,astar,100
0.582459,5,astar,100
0.301054,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
0.385786,5,astar,100
0.496856,5,astar,100
1.84192,5,astar,100
0.327292,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
0.289064,5,astar,100
300.0,5,astar,100
0.383236,5,astar,100
300.0,5,astar,100
0.351247,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
8.12302,5,astar,100
300.0,5,astar,100
0.315692,5,astar,100
1.18014,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
0.418905,5,astar,100
0.354088,5,astar,100
0.302079,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
300.0,5,astar,100
0.338384,5,astar,100
300.0,5,astar,100
0.376015,5,astar,100
300.0,5,astar,100
0.376236,5,astar,100
300.0,5,astar,100
11.7463,5,birk,150
15.5138,5,birk,150
13.9646,5,birk,150
15.2207,5,birk,150
8.44061,5,birk,150
10.1237,5,birk,150
16.056,5,birk,150
12.5424,5,birk,150
10.4522,5,birk,150
15.8251,5,birk,150
12.6882,5,birk,150
8.41823,5,birk,150
16.1957,5,birk,150
7.17436,5,birk,150
9.38611,5,birk,150
14.8805,5,birk,150
14.6338,5,birk,150
9.05009,5,birk,150
12.1854,5,birk,150
14.855,5,birk,150
16.8232,5,birk,150
15.5715,5,birk,150
6.76163,5,birk,150
9.10946,5,birk,150
12.454,5,birk,150
8.4579,5,birk,150
8.25179,5,birk,150
15.5497,5,birk,150
8.58494,5,birk,150
9.52248,5,birk,150
9.34122,5,birk,150
300.0,5,birk,150
13.5834,5,birk,150
17.1103,5,birk,150
5.56637,5,birk,150
7.73647,5,birk,150
14.994,5,birk,150
7.87942,5,birk,150
15.8092,5,birk,150
9.30651,5,birk,150
11.6069,5,birk,150
16.6352,5,birk,150
9.72469,5,birk,150
14.6689,5,birk,150
11.5224,5,birk,150
9.0266,5,birk,150
15.1939,5,birk,150
10.0904,5,birk,150
8.00015,5,birk,150
4.76235,5,birk,150
0.140961,5,dfs,150
0.16159,5,dfs,150
234.927,5,dfs,150
6.4684,5,dfs,150
0.102369,5,dfs,150
0.118981,5,dfs,150
0.157379,5,dfs,150
0.104293,5,dfs,150
6.04824,5,dfs,150
266.152,5,dfs,150
0.16646,5,dfs,150
1.2518,5,dfs,150
10.4461,5,dfs,150
0.475496,5,dfs,150
0.0881549,5,dfs,150
1.20356,5,dfs,150
0.153557,5,dfs,150
0.107004,5,dfs,150
0.254094,5,dfs,150
0.224304,5,dfs,150
0.517568,5,dfs,150
0.250818,5,dfs,150
0.0873959,5,dfs,150
0.0986181,5,dfs,150
0.31122,5,dfs,150
0.10606,5,dfs,150
0.278944,5,dfs,150
0.299251,5,dfs,150
0.126069,5,dfs,150
0.131175,5,dfs,150
0.0974394,5,dfs,150
47.3965,5,dfs,150
7.07262,5,dfs,150
12.5931,5,dfs,150
0.0792024,5,dfs,150
0.0986516,5,dfs,150
0.179474,5,dfs,150
0.109915,5,dfs,150
1.50871,5,dfs,150
0.16242,5,dfs,150
0.16833,5,dfs,150
0.169309,5,dfs,150
0.116661,5,dfs,150
0.271302,5,dfs,150
1.15497,5,dfs,150
0.344972,5,dfs,150
0.154942,5,dfs,150
0.168101,5,dfs,150
0.129749,5,dfs,150
0.0732137,5,dfs,150
0.163114,5,astar,150
300.0,5,astar,150
300.0,5,astar,150
300.0,5,astar,150
0.107391,5,astar,150
0.12312,5,astar,150
0.15966,5,astar,150
0.106257,5,astar,150
300.0,5,astar,150
300.0,5,astar,150
0.16203,5,astar,150
10.6765,5,astar,150
300.0,5,astar,150
300.0,5,astar,150
0.106252,5,astar,150
0.70039,5,astar,150
0.154512,5,astar,150
0.112862,5,astar,150
0.246924,5,astar,150
0.199255,5,astar,150
0.873052,5,astar,150
0.322352,5,astar,150
0.0850473,5,astar,150
0.102639,5,astar,150
0.242787,5,astar,150
0.106771,5,astar,150
0.243279,5,astar,150
0.279307,5,astar,150
0.127423,5,astar,150
0.119057,5,astar,150
0.0995797,5,astar,150
300.0,5,astar,150
300.0,5,astar,150
300.0,5,astar,150
0.0778969,5,astar,150
0.139382,5,astar,150
0.214898,5,astar,150
0.113084,5,astar,150
300.0,5,astar,150
0.160745,5,astar,150
0.149816,5,astar,150
0.170828,5,astar,150
0.115075,5,astar,150
0.232171,5,astar,150
0.689317,5,astar,150
60.8556,5,astar,150
0.156803,5,astar,150
0.173032,5,astar,150
0.122279,5,astar,150
0.0750502,5,astar,150
300.0,6,birk,50
6.10516,6,birk,50
13.5287,6,birk,50
300.0,6,birk,50
300.0,6,birk,50
300.0,6,birk,50
300.0,6,birk,50
300.0,6,birk,50
300.0,6,birk,50
300.0,6,birk,50
6.57152,6,birk,50
300.0,6,birk,50
300.0,6,birk,50
7.41811,6,birk,50
300.0,6,birk,50
4.3693,6,birk,50
7.00863,6,birk,50
5.91551,6,birk,50
3.79424,6,birk,50
300.0,6,birk,50
300.0,6,birk,50
10.5727,6,birk,50
9.35772,6,birk,50
300.0,6,birk,50
5.66048,6,birk,50
300.0,6,birk,50
300.0,6,birk,50
300.0,6,birk,50
8.21448,6,birk,50
11.4857,6,birk,50
300.0,6,birk,50
300.0,6,birk,50
300.0,6,birk,50
4.92728,6,birk,50
8.4906,6,birk,50
5.76181,6,birk,50
7.87437,6,birk,50
19.8612,6,birk,50
12.4671,6,birk,50
300.0,6,birk,50
300.0,6,birk,50
7.4187,6,birk,50
13.7253,6,birk,50
300.0,6,birk,50
9.08062,6,birk,50
11.4718,6,birk,50
21.7191,6,birk,50
5.81587,6,birk,50
300.0,6,birk,50
300.0,6,birk,50
0.156009,6,dfs,50
0.0852507,6,dfs,50
0.127944,6,dfs,50
41.7509,6,dfs,50
300.0,6,dfs,50
300.0,6,dfs,50
1.07652,6,dfs,50
300.0,6,dfs,50
300.0,6,dfs,50
300.0,6,dfs,50
0.26492,6,dfs,50
33.4151,6,dfs,50
75.844,6,dfs,50
0.099826,6,dfs,50
300.0,6,dfs,50
0.0636653,6,dfs,50
0.101584,6,dfs,50
0.191263,6,dfs,50
0.057512,6,dfs,50
20.6391,6,dfs,50
0.210961,6,dfs,50
0.558851,6,dfs,50
0.149466,6,dfs,50
300.0,6,dfs,50
0.395481,6,dfs,50
300.0,6,dfs,50
0.127378,6,dfs,50
64.8602,6,dfs,50
0.253252,6,dfs,50
0.116691,6,dfs,50
0.551127,6,dfs,50
300.0,6,dfs,50
43.8886,6,dfs,50
5.60939,6,dfs,50
1.00608,6,dfs,50
0.113184,6,dfs,50
0.139743,6,dfs,50
300.0,6,dfs,50
0.1316,6,dfs,50
0.129682,6,dfs,50
300.0,6,dfs,50
0.0850893,6,dfs,50
24.3769,6,dfs,50
300.0,6,dfs,50
0.108812,6,dfs,50
65.3698,6,dfs,50
300.0,6,dfs,50
0.542446,6,dfs,50
300.0,6,dfs,50
300.0,6,dfs,50
0.155122,6,astar,50
0.0742944,6,astar,50
0.133364,6,astar,50
300.0,6,astar,50
300.0,6,astar,50
300.0,6,astar,50
0.65953,6,astar,50
300.0,6,astar,50
300.0,6,astar,50
300.0,6,astar,50
0.177204,6,astar,50
300.0,6,astar,50
300.0,6,astar,50
0.0845257,6,astar,50
300.0,6,astar,50
0.0696741,6,astar,50
0.115577,6,astar,50
0.16581,6,astar,50
0.0589514,6,astar,50
300.0,6,astar,50
300.0,6,astar,50
0.334165,6,astar,50
0.128416,6,astar,50
300.0,6,astar,50
0.250145,6,astar,50
300.0,6,astar,50
0.130771,6,astar,50
300.0,6,astar,50
0.215866,6,astar,50
0.118048,6,astar,50
0.585919,6,astar,50
300.0,6,astar,50
300.0,6,astar,50
94.6575,6,astar,50
0.396491,6,astar,50
0.114662,6,astar,50
0.127493,6,astar,50
300.0,6,astar,50
0.133002,6,astar,50
0.128802,6,astar,50
300.0,6,astar,50
0.0831999,6,astar,50
300.0,6,astar,50
300.0,6,astar,50
0.103569,6,astar,50
300.0,6,astar,50
300.0,6,astar,50
300.0,6,astar,50
300.0,6,astar,50
300.0,6,astar,50
20.9393,6,birk,100
300.0,6,birk,100
23.1595,6,birk,100
12.9402,6,birk,100
300.0,6,birk,100
300.0,6,birk,100
300.0,6,birk,100
28.5355,6,birk,100
18.27,6,birk,100
8.76104,6,birk,100
300.0,6,birk,100
10.9467,6,birk,100
300.0,6,birk,100
9.89148,6,birk,100
11.5447,6,birk,100
300.0,6,birk,100
300.0,6,birk,100
16.0449,6,birk,100
7.3973,6,birk,100
300.0,6,birk,100
13.1785,6,birk,100
11.8658,6,birk,100
19.6205,6,birk,100
300.0,6,birk,100
300.0,6,birk,100
300.0,6,birk,100
300.0,6,birk,100
11.3295,6,birk,100
12.2015,6,birk,100
8.44131,6,birk,100
15.9621,6,birk,100
8.73578,6,birk,100
12.7477,6,birk,100
8.56139,6,birk,100
12.4581,6,birk,100
9.15511,6,birk,100
11.3865,6,birk,100
300.0,6,birk,100
15.6224,6,birk,100
300.0,6,birk,100
9.22862,6,birk,100
15.2913,6,birk,100
14.9967,6,birk,100
10.921,6,birk,100
7.70459,6,birk,100
19.2077,6,birk,100
14.6489,6,birk,100
20.9782,6,birk,100
300.0,6,birk,100
14.8577,6,birk,100
34.1313,6,dfs,100
300.0,6,dfs,100
300.0,6,dfs,100
0.310243,6,dfs,100
300.0,6,dfs,100
300.0,6,dfs,100
300.0,6,dfs,100
287.907,6,dfs,100
1.14861,6,dfs,100
0.393722,6,dfs,100
15.2856,6,dfs,100
0.676533,6,dfs,100
1.1004,6,dfs,100
0.29924,6,dfs,100
1.08128,6,dfs,100
300.0,6,dfs,100
300.0,6,dfs,100
0.383195,6,dfs,100
0.283364,6,dfs,100
3.5961,6,dfs,100
200.513,6,dfs,100
0.583467,6,dfs,100
0.737822,6,dfs,100
300.0,6,dfs,100
0.332907,6,dfs,100
0.78923,6,dfs,100
280.627,6,dfs,100
0.390175,6,dfs,100
300.0,6,dfs,100
0.313034,6,dfs,100
118.938,6,dfs,100
0.294866,6,dfs,100
300.0,6,dfs,100
0.270762,6,dfs,100
300.0,6,dfs,100
0.289577,6,dfs,100
1.16635,6,dfs,100
36.8679,6,dfs,100
0.365589,6,dfs,100
300.0,6,dfs,100
0.508439,6,dfs,100
0.380183,6,dfs,100
300.0,6,dfs,100
300.0,6,dfs,100
0.320716,6,dfs,100
0.638512,6,dfs,100
9.40633,6,dfs,100
300.0,6,dfs,100
86.0278,6,dfs,100
1.69965,6,dfs,100
10.4159,6,astar,100
1.39656,6,astar,100
300.0,6,astar,100
0.326246,6,astar,100
300.0,6,astar,100
300.0,6,astar,100
300.0,6,astar,100
300.0,6,astar,100
0.606659,6,astar,100
0.345504,6,astar,100
300.0,6,astar,100
300.0,6,astar,100
0.645467,6,astar,100
0.328145,6,astar,100
300.0,6,astar,100
300.0,6,astar,100
300.0,6,astar,100
1.17069,6,astar,100
0.298943,6,astar,100
300.0,6,astar,100
300.0,6,astar,100
0.422484,6,astar,100
300.0,6,astar,100
300.0,6,astar,100
0.337853,6,astar,100
1.13132,6,astar,100
300.0,6,astar,100
0.297496,6,astar,100
300.0,6,astar,100
0.360333,6,astar,100
300.0,6,astar,100
0.315459,6,astar,100
3.54631,6,astar,100
0.315075,6,astar,100
300.0,6,astar,100
0.361231,6,astar,100
0.782769,6,astar,100
300.0,6,astar,100
0.400816,6,astar,100
300.0,6,astar,100
300.0,6,astar,100
14.4238,6,astar,100
300.0,6,astar,100
300.0,6,astar,100
0.353627,6,astar,100
0.625137,6,astar,100
97.2682,6,astar,100
300.0,6,astar,100
300.0,6,astar,100
300.0,6,astar,100
18.53,6,birk,150
18.6309,6,birk,150
11.7134,6,birk,150
300.0,6,birk,150
14.1826,6,birk,150
14.829,6,birk,150
20.2469,6,birk,150
12.3004,6,birk,150
13.1249,6,birk,150
15.7429,6,birk,150
17.5409,6,birk,150
18.6396,6,birk,150
20.2601,6,birk,150
18.7994,6,birk,150
16.7926,6,birk,150
11.6435,6,birk,150
13.5967,6,birk,150
11.1724,6,birk,150
17.7934,6,birk,150
14.6815,6,birk,150
29.4352,6,birk,150
17.3066,6,birk,150
21.5291,6,birk,150
9.51761,6,birk,150
12.8039,6,birk,150
300.0,6,birk,150
12.0081,6,birk,150
14.8027,6,birk,150
16.4825,6,birk,150
13.9887,6,birk,150
10.2688,6,birk,150
11.658,6,birk,150
18.0952,6,birk,150
12.1054,6,birk,150
13.6248,6,birk,150
16.4913,6,birk,150
300.0,6,birk,150
19.3606,6,birk,150
13.755,6,birk,150
12.2918,6,birk,150
10.9262,6,birk,150
16.8998,6,birk,150
10.891,6,birk,150
12.3575,6,birk,150
11.2224,6,birk,150
20.422,6,birk,150
18.6148,6,birk,150
19.4225,6,birk,150
18.673,6,birk,150
15.3535,6,birk,150
2.87431,6,dfs,150
0.500038,6,dfs,150
0.111554,6,dfs,150
0.208621,6,dfs,150
0.15819,6,dfs,150
0.537205,6,dfs,150
0.54242,6,dfs,150
1.98407,6,dfs,150
1.33961,6,dfs,150
300.0,6,dfs,150
53.2064,6,dfs,150
1.07599,6,dfs,150
22.2628,6,dfs,150
0.903752,6,dfs,150
0.201147,6,dfs,150
0.114019,6,dfs,150
0.132459,6,dfs,150
0.194308,6,dfs,150
4.29447,6,dfs,150
0.163218,6,dfs,150
0.241352,6,dfs,150
0.401608,6,dfs,150
0.292371,6,dfs,150
0.153442,6,dfs,150
300.0,6,dfs,150
159.934,6,dfs,150
0.19832,6,dfs,150
0.795802,6,dfs,150
0.261226,6,dfs,150
8.35745,6,dfs,150
86.4419,6,dfs,150
0.149713,6,dfs,150
0.607649,6,dfs,150
2.35074,6,dfs,150
0.661089,6,dfs,150
300.0,6,dfs,150
0.404595,6,dfs,150
26.4755,6,dfs,150
0.142612,6,dfs,150
0.421724,6,dfs,150
0.116141,6,dfs,150
300.0,6,dfs,150
0.191328,6,dfs,150
0.120772,6,dfs,150
2.25102,6,dfs,150
0.194275,6,dfs,150
0.597687,6,dfs,150
2.66307,6,dfs,150
5.43193,6,dfs,150
2.35513,6,dfs,150
145.878,6,astar,150
0.333497,6,astar,150
0.113709,6,astar,150
0.209107,6,astar,150
0.171054,6,astar,150
0.7359,6,astar,150
300.0,6,astar,150
300.0,6,astar,150
0.528166,6,astar,150
300.0,6,astar,150
0.820849,6,astar,150
64.7813,6,astar,150
300.0,6,astar,150
0.718422,6,astar,150
0.204288,6,astar,150
0.115048,6,astar,150
0.143391,6,astar,150
0.255796,6,astar,150
150.286,6,astar,150
0.170229,6,astar,150
0.339706,6,astar,150
0.410833,6,astar,150
300.0,6,astar,150
0.131466,6,astar,150
300.0,6,astar,150
300.0,6,astar,150
0.191393,6,astar,150
300.0,6,astar,150
0.183564,6,astar,150
300.0,6,astar,150
300.0,6,astar,150
0.147564,6,astar,150
0.516398,6,astar,150
300.0,6,astar,150
300.0,6,astar,150
3.24375,6,astar,150
0.902045,6,astar,150
300.0,6,astar,150
0.146022,6,astar,150
300.0,6,astar,150
0.118,6,astar,150
10.4383,6,astar,150
300.0,6,astar,150
0.126115,6,astar,150
300.0,6,astar,150
0.202805,6,astar,150
0.410909,6,astar,150
300.0,6,astar,150
0.77426,6,astar,150
300.0,6,astar,150
8.25173,7,birk,50
24.7106,7,birk,50
300.0,7,birk,50
12.5928,7,birk,50
12.5049,7,birk,50
9.41609,7,birk,50
18.1109,7,birk,50
300.0,7,birk,50
10.8449,7,birk,50
11.5829,7,birk,50
300.0,7,birk,50
18.0996,7,birk,50
14.4563,7,birk,50
300.0,7,birk,50
300.0,7,birk,50
300.0,7,birk,50
15.0321,7,birk,50
19.8237,7,birk,50
300.0,7,birk,50
300.0,7,birk,50
11.2804,7,birk,50
21.8399,7,birk,50
300.0,7,birk,50
17.592,7,birk,50
300.0,7,birk,50
12.0853,7,birk,50
300.0,7,birk,50
300.0,7,birk,50
15.272,7,birk,50
300.0,7,birk,50
300.0,7,birk,50
13.189,7,birk,50
300.0,7,birk,50
12.8372,7,birk,50
11.0486,7,birk,50
300.0,7,birk,50
300.0,7,birk,50
10.878,7,birk,50
11.2556,7,birk,50
300.0,7,birk,50
300.0,7,birk,50
300.0,7,birk,50
300.0,7,birk,50
12.5477,7,birk,50
300.0,7,birk,50
